datetime,account,return,total_turnover,turnover,total_cost,cost,value,cash,bench
2024-01-19,95384753.06398949,-0.011110148623462266,290247075.47564435,0.16474300408255904,244335.29680538786,0.00017307839867042443,87452645.70130801,7932107.362681484,-0.0015116334
2024-01-22,92997318.07901841,-0.02486900551261281,305996392.7920236,0.16511357224790124,259646.33200889782,0.00016051868576142828,85957085.97727916,7040232.1017392585,-0.015560687
2024-01-23,94550600.56684354,0.01687334201663593,321988004.0602486,0.1719577682298019,275539.3987609303,0.0001708981192181087,87723350.56424128,6827250.002602257,0.00404799
2024-01-24,95956291.64218426,0.015060785270266802,340025523.51800466,0.1907710723106854,293854.61573220935,0.00019370809769030423,88591961.82950714,7364329.812677118,0.013979316
2024-01-25,97716939.98097801,0.018488395257284136,353971379.8990935,0.14533550789032348,307284.12424238754,0.0001399544342569645,91398735.41863233,6318204.562345678,0.020081758
2024-01-26,96631527.19913946,-0.010943123701585171,369349002.6071008,0.15736905710515237,323368.3441287227,0.00016460011835681877,88916212.50002445,7715314.699115013,-0.0027222037
2024-01-29,95494664.9598606,-0.011587067462919952,385384437.4875314,0.16594413174682227,340554.5587061773,0.0001778530783440589,85494977.08127503,9999687.878585566,-0.008956671
2024-01-30,94406854.61585839,-0.011202195609649742,404696729.2040027,0.20223424758428984,358614.98615005595,0.00018912498883021404,86928955.70990188,7477898.905956512,-0.017833173
2024-01-31,93115986.71347977,-0.013496930541036675,421498037.1772945,0.17796703472069222,375280.1291806865,0.0001765247142110711,85927082.83587648,7188903.877603291,-0.009149373
2024-02-01,93900471.37783599,0.008599610930126822,437872279.0164595,0.17584780462617,391556.7219352543,0.0001747991223531925,86923142.26218168,6977329.11565431,0.0007339716
2024-02-02,92050147.44388017,-0.019531317102189368,454222129.8904872,0.17411894353798574,407880.7733655014,0.00017384419045738856,85140741.26721743,6909406.176662741,-0.011834502
2024-02-05,90601080.91449226,-0.015564506080328626,470575663.08605033,0.1776589570976334,424232.2231679881,0.00017763632385766324,83712192.97378482,6888887.940707451,0.0065385103
2024-02-06,95469740.84261557,0.05393290706805015,488113126.5811903,0.1935679278671246,441951.97227088123,0.00019557988628873758,88234001.43550469,7235739.407110887,0.03476727
2024-02-07,96956112.92909187,0.0157521031536796,505547476.7941831,0.18261650297903062,459429.0916025239,0.00018306448909769424,89652312.40401278,7303800.525079079,0.009644628
2024-02-08,99164870.2942547,0.022969469485659443,523694987.6360151,0.18717242568402148,477702.20381261583,0.00018846787126723826,91628140.14486596,7536730.149388749,0.006370306
2024-02-19,101860202.83316776,0.02731353812018814,537506112.4083741,0.1392743693545589,490913.1298651977,0.00013322183564986993,95537081.04938565,6323121.783782111,0.01155448
2024-02-20,102455615.94355458,0.006013607668202732,553772829.2878299,0.15969649016012985,508047.3163206023,0.00016821276591671362,94414689.1943304,8040926.749224188,0.0020682812
2024-02-21,102383494.52823542,-0.0005237684402433946,572304211.3885574,0.1808722921634376,526505.7134828301,0.000180159935521709,94506996.05317274,7876498.475062686,0.013492227
2024-02-22,104796159.89923574,0.023745125119762515,590771566.3434714,0.18037433709415954,544949.2302539812,0.00018014150480148664,96985781.30846997,7810378.590765779,0.008620501
2024-02-23,105507413.97052222,0.006973688900955231,610186417.1654965,0.18526299857449882,564510.9761195265,0.00018666472019923712,97422807.0385811,8084606.93194112,0.0008804798
2024-02-26,104953429.01690632,-0.005075338116807098,628767225.8247849,0.17610903310055262,583010.1300050932,0.0001753351085899529,97050630.78629413,7902798.230612194,-0.010424852
2024-02-27,107769611.68219669,0.02692295041457583,638475017.7640426,0.09249618645326939,592483.4299765952,9.026193865448688e-05,100345270.68706727,7424340.995129415,0.0119969845
2024-02-28,105372277.72310504,-0.022072648305332322,656264276.5897601,0.16506748561158818,611056.6524048828,0.0001723419258766418,96398582.74526359,8973694.97784146,-0.012741804
2024-02-29,108568733.49345444,0.03048898935940306,673152302.5604697,0.16027010458184898,627295.1363312983,0.0001541058452687772,100910361.08812769,7658372.405326754,0.019076824
2024-03-01,109925148.7538015,0.012658883173865753,690470386.663127,0.1595126289623826,645238.7896124504,0.00016527459337299855,101033581.64476614,8891567.109035365,0.006177306
2024-03-04,111198349.13905168,0.01176973006610734,711119489.4674232,0.1878469398348861,665827.7326712087,0.00018729966065246062,102447690.46415141,8750658.674900267,0.0008677244
2024-03-05,111074964.15091157,-0.0009243993860063871,731730153.827054,0.18535045276488352,686421.0351422516,0.00018519431835531462,102379622.55565827,8695341.595253307,0.006958723
2024-03-06,111476946.09542412,0.00380378303420573,752262790.6787734,0.1848538688144233,706944.1547919527,0.00018476818612173844,102821162.02385691,8655784.071567208,-0.0040555
2024-03-07,111279910.88041575,-0.0015855910959224424,772567640.3917661,0.18214393580186297,727222.5166707853,0.00018190632762288194,102697380.83904757,8582530.041368183,-0.006006658
2024-03-08,112285209.07352461,0.009201794868571951,791454227.5119892,0.1697214436172507,745899.2364764822,0.0001678355029037313,104141090.38101429,8144118.6925103245,0.0043034554
2024-03-11,112306552.85466214,0.0003858209513458876,813081401.6060224,0.19260928730044577,767877.4415257754,0.0001957355312479468,103482350.45668058,8824202.39798156,0.012510896
2024-03-12,111169985.79486588,-0.00994933118007328,832492518.0557901,0.17284046172165904,787069.4132785965,0.00017088915352657814,102803264.76253015,8366721.032335723,0.0022928715
2024-03-13,111351301.4513471,0.0018165448216268874,853008101.5401042,0.18454246744413588,807699.0188133734,0.00018556812243228387,102777165.923621,8574135.527726099,-0.0069853663
2024-03-14,111166692.6553971,-0.0014791767907324444,872957890.5124193,0.17916080649521537,827599.5540386843,0.0001787184789573934,102710965.15690419,8455727.498492908,-0.0028384328
